0.2887053761,0.6503147322,0.2342684078,139,135,120,100,5000DimSphere
0.221592279,0.2693877033,0.5958987507,123,122,120,100,5000DimSphere
0.6861628586,0.1919653763,0.7474908544,111,112,115,100,5000DimSphere
0.8723364833,0.8436204467,0.3602932953,86,92,109,100,5000DimSphere
0.373156303,0.3151104556,0.6852545526,66,78,108,100,5000DimSphere
0.7124911911,0.2100124469,0.3043513231,183,169,110,100,5000DimSphere
0.4452047329,0.6760331588,0.1947383996,82,89,109,100,5000DimSphere
0.701740761,0.8073784547,0.7970679148,24,55,111,100,5000DimSphere
0.9740733366,0.5927164315,0.4469067682,154,147,118,100,5000DimSphere
0.7622445939,0.8103044585,0.5364961693,170,160,115,100,5000DimSphere
0.3766425302,0.1803606693,0.1487630475,123,122,120,100,5000DimSphere
0.7987869115,0.6611096624,0.7407858179,96,100,111,100,5000DimSphere
0.0087066627,0.3241897947,0.669404375,126,124,120,100,5000DimSphere
0.8115361171,0.5751755857,0.8669409104,126,124,120,100,5000DimSphere
0.4012759307,0.8177926367,0.3719197683,110,111,115,100,5000DimSphere
0.5401990748,0.7543949264,0.093472557,95,99,111,100,5000DimSphere
0.2190482862,0.8260971337,0.6994116736,87,93,109,100,5000DimSphere
0.4351210045,0.8244482717,0.6185554021,180,167,111,100,5000DimSphere
0.1918240402,0.493072673,0.1952012276,115,116,117,100,5000DimSphere
0.2744948367,0.5625940176,0.6439059796,136,133,120,100,5000DimSphere
0.0647340517,0.6533832222,0.5539639942,149,143,119,100,5000DimSphere
0.8475478381,0.3927332315,0.5835177279,80,87,108,100,5000DimSphere
0.7717965295,0.7326078881,0.5219749179,119,119,118,100,5000DimSphere
0.4705867107,0.327532659,0.8590564618,150,144,119,100,5000DimSphere
0.5549769618,0.7755027675,0.1987840182,103,106,113,100,5000DimSphere
0.4781486431,0.5504777212,0.8983881617,120,120,119,100,5000DimSphere
0.6343175068,0.8052685079,0.2051302733,128,127,120,100,5000DimSphere
0.615778923,0.1125304484,0.2443020872,158,150,118,100,5000DimSphere
0.8784261164,0.2802611383,0.3380041665,130,128,121,100,5000DimSphere
0.1221655547,0.4140434841,0.8596474725,120,120,119,100,5000DimSphere
0.7295140123,0.3385960755,0.7892514389,102,105,112,100,5000DimSphere
0.7881183571,0.877016248,0.4607245472,94,99,111,100,5000DimSphere
0.7496781464,0.244950998,0.2309702938,125,124,120,100,5000DimSphere
0.4997494552,0.6663740619,0.611825838,129,127,120,100,5000DimSphere
0.6388396734,0.5961340061,0.9396930286,105,107,113,100,5000DimSphere
0.8496631801,0.6204142252,0.534087246,128,127,120,100,5000DimSphere
0.5094675346,0.5556946253,0.0,132,130,121,100,5000DimSphere
0.1893107507,0.8021543543,0.5403440668,92,97,110,100,5000DimSphere
