0,477
0,531
0,855
0,931
0,1114
0,1578
0,1849
0,1898
0,1945
1,157
1,222
1,226
1,397
1,437
1,460
1,497
1,1186
1,1682
1,1827
2,45
2,57
2,228
2,468
2,480
2,733
2,824
2,1521
2,1687
2,1819
2,1995
3,298
3,531
3,710
3,783
3,877
3,1248
3,1570
3,1604
3,1710
3,1744
3,1774
3,1799
4,12
4,217
4,594
4,643
4,691
4,725
4,819
4,1190
4,1267
4,1352
4,1389
4,1744
4,1892
4,1893
5,535
5,698
5,785
5,1332
5,1628
5,1641
5,1830
5,1842
5,1859
6,83
6,135
6,566
6,626
6,776
6,1113
6,1548
6,1746
6,1824
6,1871
6,1948
7,154
7,378
7,696
7,838
7,950
7,1026
7,1276
7,1381
7,1402
7,1718
7,1810
8,112
8,250
8,304
8,460
8,516
8,544
8,708
8,892
8,1062
8,1391
8,1524
8,1594
9,114
9,339
9,361
9,380
9,494
9,498
9,1176
9,1320
9,1361
9,1531
9,1963
10,50
10,231
10,263
10,326
10,488
10,637
10,694
10,770
10,811
10,836
10,859
10,945
10,1117
10,1121
10,1178
10,1379
10,1415
10,1421
10,1686
10,1816
10,1874
10,1996
11,91
11,254
11,270
11,335
11,414
11,499
11,539
11,647
11,1022
11,1039
11,1421
11,1428
11,1670
11,1846
11,1949
12,252
12,691
12,807
12,853
12,1309
12,1364
12,1807
12,1871
12,1892
12,1947
13,129
13,288
13,412
13,723
13,1000
13,1098
13,1210
13,1237
13,1341
13,1709
14,193
14,1011
14,1294
14,1349
14,1679
14,1743
14,1756
14,1769
14,1795
15,49
15,183
15,276
15,496
15,595
15,815
15,1392
15,1439
15,1451
16,204
16,313
16,396
16,405
16,704
16,965
16,1293
16,1669
16,1689
16,1848
17,176
17,418
17,534
17,652
17,833
17,956
17,1019
17,1265
17,1311
17,1336
17,1530
17,1764
17,1924
18,438
18,514
18,914
18,1172
18,1456
18,1549
18,1718
18,1798
18,1818
19,244
19,332
19,382
19,1217
19,1510
19,1642
19,1663
19,1745
19,1752
20,134
20,243
20,480
20,857
20,1007
20,1305
20,1333
20,1364
20,1937
21,616
21,637
21,738
21,1390
21,1408
21,1417
21,1420
21,1659
21,1890
22,58
22,305
22,359
22,526
22,689
22,1228
22,1324
22,1576
22,1774
23,177
23,289
23,685
23,740
23,817
23,930
23,1116
23,1196
23,1467
23,1633
23,1754
23,1888
24,41
24,66
24,260
24,315
24,733
24,947
24,959
24,1219
24,1271
24,1419
24,1685
24,1906
24,1925
24,1996
25,63
25,570
25,641
25,744
25,861
25,1011
25,1174
25,1313
25,1584
26,286
26,368
26,625
26,951
26,966
26,970
26,1505
26,1747
26,1874
27,151
27,257
27,471
27,940
27,1403
27,1492
27,1601
27,1660
27,1759
27,1767
27,1772
28,85
28,187
28,358
28,415
28,564
28,597
28,1422
28,1537
28,1833
29,499
29,696
29,718
29,779
29,878
29,1057
29,1112
29,1581
29,1962
29,1988
30,72
30,112
30,194
30,569
30,657
30,806
30,927
30,1059
30,1274
30,1674
30,1717
30,1724
30,1861
30,1897
31,67
31,227
31,281
31,379
31,430
31,674
31,1161
31,1488
31,1727
31,1948
31,1981
31,1991
32,49
32,639
32,672
32,797
32,1044
32,1119
32,1144
32,1168
32,1253
32,1717
32,1725
32,1788
32,1995
32,1999
33,808
33,1022
33,1059
33,1071
33,1270
33,1379
33,1780
33,1912
33,1949
34,41
34,475
34,528
34,544
34,555
34,682
34,1086
34,1186
34,1689
35,558
35,600
35,675
35,688
35,781
35,884
35,994
35,1062
35,1527
35,1598
35,1666
36,219
36,395
36,750
36,870
36,1067
36,1133
36,1170
36,1482
36,1756
36,1991
37,84
37,110
37,416
37,867
37,1063
37,1314
37,1350
37,1477
37,1556
37,1691
37,1775
37,1890
38,288
38,330
38,415
38,597
38,924
38,956
38,1118
38,1254
38,1346
38,1350
38,1464
38,1507
38,1552
38,1625
38,1751
38,1820
38,1911
39,731
39,809
39,1072
39,1165
39,1173
39,1410
39,1564
39,1567
39,1571
39,1732
40,103
40,246
40,465
40,525
40,998
40,1159
40,1258
40,1298
40,1695
40,1893
41,44
41,66
41,475
41,555
41,846
41,939
41,959
41,1086
41,1271
41,1353
41,1361
41,1409
41,1425
41,1765
41,1882
41,1979
42,46
42,212
42,640
42,736
42,777
42,831
42,977
42,1018
42,1467
42,1550
42,1926
43,335
43,476
43,547
43,552
43,734
43,873
43,1031
43,1358
43,1384
44,189
44,280
44,568
44,625
44,660
44,979
44,1032
44,1169
44,1353
44,1589
44,1690
44,1740
45,492
45,719
45,1176
45,1229
45,1312
45,1328
45,1644
45,1786
45,1822
45,1978
45,1985
46,618
46,649
46,699
46,1033
46,1133
46,1677
46,1684
46,1979
47,134
47,719
47,822
47,1041
47,1313
47,1366
47,1387
47,1471
47,1483
47,1489
47,1544
48,432
48,526
48,689
48,698
48,1056
48,1079
48,1232
48,1342
48,1656
48,1677
48,1701
48,1735
48,1794
48,1996
49,277
49,285
49,367
49,868
49,953
49,1063
49,1104
49,1236
49,1315
49,1547
49,1833
49,1841
49,1881
50,123
50,142
50,312
50,805
50,1095
50,1133
50,1243
50,1457
50,1880
51,482
51,702
51,1583
51,1603
51,1694
51,1705
51,1829
51,1859
51,1919
52,376
52,586
52,780
52,1053
52,1163
52,1235
52,1694
52,1696
52,1707
52,1858
52,1870
53,139
53,208
53,332
53,643
53,1008
53,1039
53,1156
53,1266
53,1638
54,73
54,93
54,246
54,290
54,559
54,903
54,1438
54,1542
54,1776
55,662
55,816
55,919
55,1023
55,1024
55,1095
55,1169
55,1171
55,1351
55,1473
55,1582
55,1602
55,1664
55,1854
55,1864
55,1972
56,111
56,317
56,421
56,456
56,775
56,1090
56,1131
56,1253
56,1981
57,242
57,551
57,780
57,1270
57,1448
57,1703
57,1798
57,1950
58,312
58,564
58,981
58,1000
58,1131
58,1164
58,1212
58,1872
58,1955
59,219
59,221
59,958
59,994
59,1014
59,1083
59,1184
59,1245
59,1295
59,1821
60,148
60,215
60,440
60,557
60,608
60,676
60,689
60,1156
60,1488
60,1770
60,1865
61,302
61,699
61,800
61,872
61,885
61,1151
61,1200
61,1231
61,1551
61,1944
62,337
62,518
62,595
62,604
62,728
62,911
62,1167
62,1299
62,1789
62,1808
62,1824
62,1952
63,346
63,353
63,471
63,645
63,746
63,1054
63,1275
63,1577
63,1714
63,1728
63,1789
64,299
64,425
64,490
64,510
64,800
64,1005
64,1519
64,1555
64,1690
64,1734
64,1892
65,69
65,182
65,748
65,859
65,860
65,1107
65,1115
65,1443
65,1641
65,1986
66,274
66,492
66,733
66,958
66,1026
66,1094
66,1366
66,1559
67,114
67,206
67,225
67,350
67,592
67,1066
67,1073
67,1128
67,1279
67,1408
67,1510
67,1619
67,1678
67,1709
67,1713
67,1844
68,141
68,148
68,322
68,590
68,591
68,801
68,813
68,1489
68,1559
68,1613
68,1819
68,1868
69,179
69,487
69,529
69,543
69,1135
69,1370
69,1662
69,1940
69,1991
70,78
70,309
70,769
70,825
70,863
70,952
70,960
70,1290
70,1788
71,73
71,291
71,561
71,569
71,594
71,627
71,660
71,1015
71,1308
71,1332
71,1987
72,112
72,561
72,654
72,990
72,1154
72,1213
72,1358
72,1641
72,1744
73,290
73,396
73,403
73,568
73,569
73,1509
73,1851
73,1868
73,1996
74,239
74,317
74,473
74,508
74,1490
74,1533
74,1582
74,1671
74,1748
75,307
75,390
75,619
75,698
75,1249
75,1332
75,1354
75,1507
75,1617
76,527
76,648
76,667
76,683
76,846
76,886
76,1004
76,1027
76,1156
76,1383
76,1476
76,1568
76,1630
76,1991
77,240
77,383
77,502
77,630
77,1002
77,1214
77,1485
77,1503
77,1611
77,1964
77,1991
78,257
78,495
78,520
78,521
78,574
78,836
78,1150
78,1378
78,1581
78,1640
78,1692
78,1788
